Alloy Name,DOIs
CrFeNbTiMo0.2,"['10.1016.j.intermet.2023.107829', '10.1016.j.jallcom.2023.171630']"
CrFeNbTiMo0.4,"['10.1016.j.intermet.2023.107829', '10.1016.j.jallcom.2023.171630']"
CrFeNbTiMo0.6,"['10.1016.j.intermet.2023.107829', '10.1016.j.jallcom.2023.171630']"
CrFeNbTiMo0.8,"['10.1016.j.intermet.2023.107829', '10.1016.j.jallcom.2023.171630']"
CrFeNi,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.matchar.2023.113578', '10.1016.j.commatsci.2021.110942', '10.1016.j.jallcom.2013.10.133', '10.1016.j.jallcom.2018.02.251', '10.1016.j.intermet.2020.106844', '10.1016.j.actamat.2021.117399', '10.1016.j.commatsci.2015.09.058', '10.1016.j.ijfatigue.2023.107723', '10.1016.j.intermet.2019.106635', '10.1016.j.jallcom.2022.165383', '10.1016.j.matchemphys.2021.125677', '10.1016.j.actamat.2021.116880', '10.1016.j.jallcom.2022.166518', '10.1016.j.matdes.2024.112724', '10.1016.j.msea.2022.144175', '10.1016.j.actamat.2023.119163', '10.1016.j.surfcoat.2022.128638', '10.1016.j.commatsci.2022.111508', '10.1016.j.actamat.2020.11.012', '10.1016.j.mtcomm.2024.109341', '10.1016.j.scriptamat.2021.114339', '10.1016.j.msea.2019.138566', '10.1016.j.msea.2023.145741', '10.1016.j.matchar.2022.111816', '10.1016.j.msea.2019.138107', '10.1016.j.wear.2024.205469', '10.1016.j.scriptamat.2024.116147', '10.1016.j.jallcom.2023.172223', '10.1016.j.jmst.2022.05.062', '10.1016.j.pnsc.2024.02.007']"
CrFeNi2,"['10.1016.j.corsci.2022.110562', '10.1016.j.vacuum.2023.111830', '10.1016.j.intermet.2023.108079', '10.1016.j.jallcom.2020.158502']"
CrFeNiAl0.28Si0.09Ti0.02Cu0.01,"['10.1016.j.matchar.2023.113016', '10.1016.j.matlet.2023.135310']"
CrFeNiAl0.3Ti0.3,"['10.1016.j.matdes.2024.112922', '10.1016.j.msea.2019.138566', '10.1016.j.triboint.2022.107743', '10.1016.j.triboint.2024.109480', '10.1016.j.triboint.2024.109760']"
CrFeNiAl0.4Ti0.2,"['10.1016.j.triboint.2022.107453', '10.1016.j.msea.2019.138566']"
CrFeNiB0.03Si0.03,"['10.1016.j.jallcom.2023.172223', '10.1016.j.jallcom.2024.175509']"
CrFeNiMn,"['10.1016.j.matdes.2024.112664', '10.1016.j.jallcom.2020.154142', '10.1016.j.msea.2022.143071', '10.1016.j.scriptamat.2022.114697']"
CrFeNiNb,"['10.1016.j.msea.2020.140421', '10.1016.j.compositesb.2023.110995']"
CrFeNiNb0.158,"['10.1016.j.wear.2024.205469', '10.1016.j.msea.2020.140611']"
CrFeNiTi,"['10.1016.j.actamat.2023.119163', '10.1016.j.surfcoat.2022.128638']"
CrMnCoFeNi,"['10.1016.j.jmrt.2022.07.181', '10.1016.j.intermet.2014.11.005', '10.1016.j.surfcoat.2021.127748']"
CrMnCoNi,"['10.1016.j.cossms.2017.07.001', '10.1016.j.actamat.2021.117135', '10.1016.j.apsusc.2016.11.176', '10.1016.j.intermet.2021.107108']"
CrMnFeCo,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.jallcom.2018.08.032']"
CrMnFeCoCu,"['10.1016.j.cossms.2017.07.001', '10.1016.j.scriptamat.2023.115459']"
CrMnFeCoNi,"['10.1016.j.cossms.2022.101032', '10.1016.j.jallcom.2021.159668', '10.1016.j.jmrt.2022.11.057', '10.1016.j.jmrt.2022.01.118', '10.1016.j.matchemphys.2023.128549', '10.1016.j.jmst.2021.12.010', '10.1016.j.msea.2018.03.115', '10.1016.j.msea.2022.142967', '10.1016.j.matchar.2021.111437', '10.1016.j.apsusc.2022.154171', '10.1016.j.jallcom.2020.156563', '10.1016.j.intermet.2018.05.013', '10.1016.j.msea.2018.07.064', '10.1016.j.mtcomm.2021.102503', '10.1016.j.jmst.2023.12.006', '10.1016.j.actamat.2019.12.015', '10.1016.j.pmatsci.2021.100807', '10.1016.j.pmatsci.2023.101090', '10.1016.j.scriptamat.2020.05.047', '10.1016.j.intermet.2020.106897', '10.1016.j.jnucmat.2022.153814', '10.1016.j.scriptamat.2020.05.049', '10.1016.j.actamat.2018.05.050', '10.1016.j.pmatsci.2018.12.003', '10.1016.j.mtcomm.2022.104686', '10.1016.j.pmatsci.2024.101295', '10.1016.j.scriptamat.2020.03.032', '10.1016.j.apt.2022.103486', '10.1016.j.jmst.2023.08.051', '10.1016.j.jallcom.2020.155924', '10.1016.j.jallcom.2020.157823', '10.1016.j.surfcoat.2022.129013', '10.1016.j.jallcom.2020.154183', '10.1016.j.scriptamat.2020.09.046', '10.1016.j.surfcoat.2022.128576', '10.1016.j.apsusc.2021.151719', '10.1016.j.ijplas.2021.102989', '10.1016.j.jmrt.2022.06.108', '10.1016.j.jmrt.2022.07.181', '10.1016.j.matdes.2019.108040', '10.1016.j.msea.2022.143144', '10.1016.j.msea.2024.146214', '10.1016.j.matchar.2019.02.034', '10.1016.j.jmrt.2023.12.011', '10.1016.j.actamat.2021.117307', '10.1016.j.actamat.2021.117135', '10.1016.j.actamat.2022.117689', '10.1016.j.jallcom.2018.06.122', '10.1016.j.matdes.2020.109380', '10.1016.j.msea.2024.146229', '10.1016.j.cossms.2023.101105', '10.1016.j.jallcom.2019.04.121', '10.1016.j.jallcom.2023.170443', '10.1016.j.jallcom.2022.165999', '10.1016.j.jallcom.2023.172585', '10.1016.j.matchar.2020.110369', '10.1016.j.intermet.2018.04.006', '10.1016.j.jallcom.2022.167344', '10.1016.j.matdes.2020.108895', '10.1016.j.msea.2018.08.101', '10.1016.j.mtcomm.2022.104185', '10.1016.j.msea.2023.145042', '10.1016.j.cej.2024.151222', '10.1016.j.compositesa.2024.108130', '10.1016.j.msea.2020.139854', '10.1016.j.ijplas.2023.103732', '10.1016.j.actamat.2018.09.040', '10.1016.j.actamat.2022.117937', '10.1016.j.msea.2022.142735', '10.1016.j.matdes.2020.108999', '10.1016.j.actamat.2017.02.036', '10.1016.j.actamat.2024.120150', '10.1016.j.ijplas.2023.103651', '10.1016.j.intermet.2020.107050', '10.1016.j.jallcom.2020.154656', '10.1016.j.jallcom.2020.156090', '10.1016.j.jmst.2021.02.034', '10.1016.j.jmst.2021.07.019', '10.1016.j.jmst.2023.05.072', '10.1016.j.matdes.2020.108786', '10.1016.j.matdes.2023.111609', '10.1016.j.msea.2019.01.073', '10.1016.j.msea.2024.146779', '10.1016.j.mtcomm.2024.109341', '10.1016.j.cej.2023.142766', '10.1016.j.intermet.2013.03.018', '10.1016.j.jallcom.2021.162892', '10.1016.j.jmrt.2020.05.093', '10.1016.j.jmrt.2021.10.042', '10.1016.j.matdes.2019.108170', '10.1016.j.msea.2022.142748', '10.1016.j.scriptamat.2021.114339', '10.1016.j.wear.2020.203583', '10.1016.j.scriptamat.2024.116181', '10.1016.j.apsusc.2016.11.176', '10.1016.j.intermet.2021.107108', '10.1016.j.jmrt.2024.01.123', '10.1016.j.jallcom.2018.08.032', '10.1016.j.scriptamat.2023.115459', '10.1016.j.actamat.2015.01.068', '10.1016.j.actamat.2016.04.005', '10.1016.j.actamat.2016.07.038', '10.1016.j.actamat.2017.10.014', '10.1016.j.actamat.2020.05.015', '10.1016.j.actamat.2020.07.006', '10.1016.j.actamat.2020.10.073', '10.1016.j.actamat.2021.116719', '10.1016.j.actamat.2021.117181', '10.1016.j.actamat.2021.117470', '10.1016.j.addma.2020.101584', '10.1016.j.addma.2022.103345', '10.1016.j.apsusc.2020.148839', '10.1016.j.corsci.2022.110253', '10.1016.j.ijfatigue.2019.105418', '10.1016.j.ijfatigue.2021.106481', '10.1016.j.ijimpeng.2021.104008', '10.1016.j.ijplas.2021.102944', '10.1016.j.ijplas.2023.103761', '10.1016.j.ijplas.2024.104015', '10.1016.j.intermet.2015.08.012', '10.1016.j.intermet.2017.05.009', '10.1016.j.intermet.2019.04.005', '10.1016.j.intermet.2019.04.012', '10.1016.j.intermet.2020.106940', '10.1016.j.intermet.2021.107319', '10.1016.j.intermet.2022.107710', '10.1016.j.jallcom.2017.03.194', '10.1016.j.jallcom.2017.09.293', '10.1016.j.jallcom.2018.09.235', '10.1016.j.jallcom.2018.11.052', '10.1016.j.jallcom.2019.04.234', '10.1016.j.jallcom.2020.154520', '10.1016.j.jallcom.2020.156263', '10.1016.j.jallcom.2021.159606', '10.1016.j.jallcom.2021.163059', '10.1016.j.jallcom.2022.168023', '10.1016.j.jallcom.2023.168904', '10.1016.j.jallcom.2024.173955', '10.1016.j.jmrt.2024.01.132', '10.1016.j.jmst.2018.09.050', '10.1016.j.jmst.2021.01.043', '10.1016.j.jmst.2021.04.030', '10.1016.j.jmst.2021.04.077', '10.1016.j.jmst.2021.08.075', '10.1016.j.jmst.2022.09.020', '10.1016.j.jssc.2023.123881', '10.1016.j.matchemphys.2021.124830', '10.1016.j.matchemphys.2024.129316', '10.1016.j.matdes.2016.11.055', '10.1016.j.matdes.2020.108505', '10.1016.j.matlet.2023.135834', '10.1016.j.msea.2017.07.079', '10.1016.j.msea.2017.12.060', '10.1016.j.msea.2018.11.110', '10.1016.j.msea.2020.139034', '10.1016.j.msea.2020.139429', '10.1016.j.msea.2020.139579', '10.1016.j.msea.2020.140004', '10.1016.j.msea.2020.140501', '10.1016.j.msea.2021.140959', '10.1016.j.msea.2022.143069', '10.1016.j.msea.2022.143179', '10.1016.j.msea.2022.143570', '10.1016.j.msea.2023.144846', '10.1016.j.msea.2023.146063', '10.1016.j.surfcoat.2022.128558', '10.1016.j.vacuum.2020.109571', '10.1016.j.ijplas.2021.103159', '10.1016.j.jallcom.2021.161416', '10.1016.j.jmrt.2021.09.019', '10.1016.j.msea.2020.139814', '10.1016.j.scriptamat.2018.11.042', '10.1016.j.actamat.2018.03.040', '10.1016.j.engfracmech.2023.109317', '10.1016.j.jmst.2022.06.009', '10.1016.j.matlet.2024.136627', '10.1016.j.msea.2022.144121', '10.1016.j.msea.2022.144297', '10.1016.j.powtec.2018.11.005', '10.1016.j.surfin.2019.02.004', '10.1016.j.jallcom.2018.07.048', '10.1016.j.surfcoat.2020.126323', '10.1016.j.surfcoat.2022.128984', '10.1016.j.actamat.2016.09.032', '10.1016.j.addma.2022.102600', '10.1016.j.jmrt.2024.07.060', '10.1016.j.msea.2019.138056', '10.1016.j.msea.2020.140039', '10.1016.j.addma.2023.103716', '10.1016.j.matdes.2023.111761', '10.1016.j.jallcom.2021.161393', '10.1016.j.apsusc.2022.153427', '10.1016.j.jmrt.2022.02.021', '10.1016.j.optlastec.2020.106326', '10.1016.j.actamat.2016.03.045', '10.1016.j.actamat.2023.119164', '10.1016.j.addma.2018.10.046', '10.1016.j.addma.2020.101417', '10.1016.j.apmt.2024.102128', '10.1016.j.apsusc.2020.147471', '10.1016.j.apt.2022.103603', '10.1016.j.commatsci.2019.109163', '10.1016.j.commatsci.2023.112456', '10.1016.j.ensm.2023.03.022', '10.1016.j.ijmecsci.2023.108252', '10.1016.j.ijplas.2022.103304', '10.1016.j.ijplas.2024.104059', '10.1016.j.intermet.2022.107735', '10.1016.j.jallcom.2023.170532', '10.1016.j.jallcom.2023.170882', '10.1016.j.jmmm.2019.165333', '10.1016.j.jmps.2024.105549', '10.1016.j.matlet.2021.129682', '10.1016.j.matlet.2022.132710', '10.1016.j.msea.2022.143789', '10.1016.j.mtcomm.2024.108083', '10.1016.j.mtcomm.2024.109081', '10.1016.j.rinp.2022.105285', '10.1016.j.scriptamat.2015.10.025', '10.1016.j.scriptamat.2016.06.046', '10.1016.j.scriptamat.2020.03.016', '10.1016.j.scriptamat.2020.07.004', '10.1016.j.scriptamat.2020.08.048', '10.1016.j.scriptamat.2020.09.039', '10.1016.j.scriptamat.2020.113633', '10.1016.j.scriptamat.2022.114630', '10.1016.j.scriptamat.2023.115867', '10.1016.j.surfcoat.2021.127504', '10.1016.j.surfcoat.2024.131102', '10.1016.j.triboint.2023.108246', '10.1016.j.vacuum.2024.113319']"
CrMnFeCoNi0.2,"['10.1016.j.mtcomm.2022.104686', '10.1016.j.msea.2021.140959']"
CrMnFeCoNi0.4,"['10.1016.j.actamat.2022.117689', '10.1016.j.msea.2021.140959']"
CrMnFeCoNi0.8,"['10.1016.j.jmrt.2023.10.034', '10.1016.j.actamat.2022.117689', '10.1016.j.msea.2021.140959', '10.1016.j.coco.2023.101510', '10.1016.j.intermet.2022.107639']"
CrMnFeCoNi0.8Nb0.2,"['10.1016.j.msea.2021.140959', '10.1016.j.msea.2023.145611']"
CrMnFeCoNiC0.5,"['10.1016.j.jmst.2021.12.010', '10.1016.j.intermet.2024.108237']"
CrMnFeCoNiC1.0,"['10.1016.j.jmst.2021.12.010', '10.1016.j.intermet.2024.108237']"
CrMnFeHfTiTaV,"['10.1016.j.mtcomm.2021.102657', '10.1016.j.wear.2022.204497']"
CrMnFeNi,"['10.1016.j.jmrt.2022.01.118', '10.1016.j.jnucmat.2022.153814', '10.1016.j.jallcom.2023.171039', '10.1016.j.intermet.2019.106582', '10.1016.j.jallcom.2020.155825', '10.1016.j.matchemphys.2021.124509']"
CrMnFeNiCu,"['10.1016.j.jallcom.2023.172514', '10.1016.j.jallcom.2023.170091', '10.1016.j.seppur.2021.119682']"
CrMnFeNiLa0.1,"['10.1016.j.jallcom.2020.155825', '10.1016.j.matchemphys.2021.124509']"
CrMnFeVTi6,"['10.1016.j.jmrt.2023.05.002', '10.1016.S1003-6326(21)65663-7']"
CrMoNbTaW,"['10.1016.j.jallcom.2023.170166', '10.1016.j.surfcoat.2023.130016', '10.1016.j.surfcoat.2022.128446', '10.1016.j.surfcoat.2022.129189']"
CrMoNbTi,"['10.1016.j.actamat.2021.116758', '10.1016.j.matdes.2021.110177']"
CrMoNbTiZr,"['10.1016.j.mtcomm.2023.107150', '10.1016.j.jallcom.2022.167083']"
CrMoTaTi,"['10.1016.j.jmrt.2022.11.057', '10.1016.j.actamat.2019.06.006', '10.1016.j.actamat.2021.116758', '10.1016.j.ijrmhm.2021.105755']"
CrMoTaWZr,"['10.1016.j.jmst.2020.11.029', '10.1016.j.surfcoat.2018.02.038']"
CrNb,"['10.1016.j.intermet.2021.107323', '10.1016.j.intermet.2021.107374']"
CrNbMoTi,"['10.1016.j.jmrt.2022.11.057', '10.1016.j.actamat.2019.06.006']"
CrNbSiTiZr,"['10.1016.j.surfcoat.2021.127468', '10.1016.j.matchemphys.2017.08.002', '10.1016.j.matchemphys.2021.125374', '10.1016.j.surfcoat.2021.127074']"
CrNbTaTi,"['10.1016.j.intermet.2021.107323', '10.1016.j.intermet.2021.107374']"
CrNbTaTiZr,"['10.1016.j.jallcom.2015.09.118', '10.1016.j.jallcom.2014.09.145']"
CrNbTaVW,"['10.1016.j.nimb.2023.03.010', '10.1016.j.ijrmhm.2024.106661']"
CrNbTi,"['10.1016.j.intermet.2021.107323', '10.1016.j.intermet.2021.107374']"
CrNbTiMoZr,"['10.1016.j.surfcoat.2020.126374', '10.1016.j.surfcoat.2021.127064']"
CrNbTiVZr,"['10.1016.j.matchar.2016.09.039', '10.1016.j.intermet.2015.12.011', '10.1016.j.actamat.2012.11.032', '10.1016.j.scriptamat.2019.05.032']"
CrNbTiZr,"['10.1016.j.pmatsci.2020.100714', '10.1016.j.actamat.2012.11.032']"
CrTaVW,"['10.1016.j.pmatsci.2020.100714', '10.1016.j.apmt.2023.101747', '10.1016.j.jallcom.2022.164526']"
Cu0.1CoCrFeNi,"['10.1016.j.jmrt.2021.04.083', '10.1016.j.vacuum.2024.113369']"
Cu0.5CoCrFeNi,"['10.1016.j.jmst.2020.11.044', '10.1016.j.jmrt.2021.04.083', '10.1016.j.vacuum.2024.113369', '10.1016.j.intermet.2010.03.030', '10.1016.j.matchemphys.2011.02.022']"
Cu0.5NiAlCo,"['10.1016.j.jallcom.2009.03.087', '10.1016.j.matchemphys.2009.07.067']"
Cu0.5NiAlCoCrFeSi,"['10.1016.j.pmatsci.2013.10.001', '10.1016.j.corsci.2004.09.026', '10.1016.j.corsci.2004.11.008', '10.1016.j.matlet.2006.03.158', '10.1016.j.scriptamat.2006.03.021']"
Cu24.325Fe24.325Mn24.325Ni24.325C2.7,"['10.1016.j.intermet.2023.108125', '10.1016.j.jallcom.2023.168831', '10.1016.j.matchar.2023.112996']"
Cu29Zr32Ti15Al5Ni19,"['10.1016.j.apsusc.2018.02.245', '10.1016.j.jallcom.2015.10.132']"
Cu33.33Fe33.33Mn33.33,"['10.1016.j.actamat.2020.03.050', '10.1016.j.msea.2022.144464']"
Cu3Au,"['10.1016.j.pmatsci.2009.05.002', '10.1016.j.jallcom.2014.12.215']"
Cu47Zr47Al6,"['10.1016.j.jallcom.2021.162220', '10.1016.j.msea.2021.142499']"
Cu50Ni37.5Al12.5,"['10.1016.j.compositesb.2023.110965', '10.1016.j.jallcom.2019.07.073']"
Cu50Zr50,"['10.1016.j.jmst.2023.05.081', '10.1016.j.actamat.2018.07.029']"
Cu55Al20Ni12Ti8Si5,"['10.1016.j.surfcoat.2022.128096', '10.1016.j.jmrt.2023.06.109', '10.1016.j.bioelechem.2023.108633', '10.1016.j.intermet.2021.107442']"
Cu5Cr35Fe35V20Ti5,"['10.1016.j.nme.2021.101065', '10.1016.j.nme.2022.101187']"
Cu5Cr35Fe35V20W5,"['10.1016.j.nme.2024.101606', '10.1016.j.nme.2022.101187']"
Cu89Al11,"['10.1016.j.actamat.2021.117073', '10.1016.j.msea.2020.139441']"
Cu92Al8,"['10.1016.j.actamat.2021.117073', '10.1016.j.msea.2020.139441']"
Cu95Al5,"['10.1016.j.actamat.2021.117073', '10.1016.j.msea.2020.139441']"
CuAg,"['10.1016.j.actamat.2021.116705', '10.1016.j.mechmat.2023.104783']"
CuAlNiCrFe,"['10.1016.j.surfcoat.2020.126093', '10.1016.j.corsci.2021.109781']"
CuCoNi,"['10.1016.j.jallcom.2022.163736', '10.1016.j.jpowsour.2024.234738']"
CuCr2Fe2NiMn,"['10.1016.j.jmrt.2022.11.057', '10.1016.j.matdes.2011.07.005']"
CuCrFeNi2Mn0.5,"['10.1016.j.jmrt.2023.03.174', '10.1016.j.jallcom.2024.174197']"
CuCrFeTiNi,"['10.1016.j.jallcom.2019.152611', '10.1016.j.jallcom.2023.170347']"
CuCrFeTiV,"['10.1016.j.fusengdes.2019.03.044', '10.1016.j.mseb.2020.114805', '10.1016.j.nimb.2022.09.003']"
CuCrFeTiZn,"['10.1016.j.matchemphys.2017.06.020', '10.1016.j.wear.2018.05.023']"
CuFeMnNi,"['10.1016.j.intermet.2023.108125', '10.1016.j.jallcom.2023.168831']"
CuFeNiCoCr,"['10.1016.j.matdes.2024.112664', '10.1016.j.apsusc.2015.08.090']"
CuHfNiTiZr,"['10.1016.j.scriptamat.2017.03.014', '10.1016.j.compositesb.2022.110167']"
CuInSe2,"['10.1016.j.mtphys.2023.101211', '10.1016.j.actamat.2023.119259']"
CuMnNi,"['10.1016.j.matchar.2020.110719', '10.1016.j.jallcom.2015.07.285']"
CuNi,"['10.1016.j.jpcs.2020.109663', '10.1016.j.intermet.2018.10.019']"
CuNiCo,"['10.1016.j.intermet.2018.10.019', '10.1016.j.calphad.2019.101634']"
CuNiCoFe,"['10.1016.j.intermet.2018.10.019', '10.1016.j.calphad.2019.101634', '10.1016.j.actamat.2019.12.031', '10.1016.j.jallcom.2021.161314']"
CuNiCoZnAlTi,"['10.1016.j.jallcom.2007.05.104', '10.1016.j.msea.2009.09.019']"
CuNiTiNbCr,"['10.1016.j.jallcom.2022.167371', '10.1016.j.surfcoat.2021.127325', '10.1016.j.vacuum.2023.112546']"
CuNiTiZr,"['10.1016.j.seppur.2021.118863', '10.1016.j.matlet.2017.03.109']"
CuZn,"['10.1016.j.pmatsci.2009.05.002', '10.1016.j.jallcom.2014.01.210']"
CuZnAl,"['10.1016.j.pmatsci.2020.100722', '10.1016.j.actamat.2017.06.012']"
CuZnMnNi,"['10.1016.j.matlet.2021.131614', '10.1016.j.matdes.2019.107900', '10.1016.j.jallcom.2022.166051']"
CuZnMnNiSn4,"['10.1016.j.matlet.2021.131614', '10.1016.j.jallcom.2022.166051']"
DyAl2,"['10.1016.j.physb.2019.01.035', '10.1016.j.jallcom.2005.07.004']"
Fe0.25CrNiAl,"['10.1016.j.jallcom.2021.161526', '10.1016.j.jallcom.2022.165562']"
Fe0.5Ni2Co2CrTiNb,"['10.1016.j.jmrt.2023.11.138', '10.1016.j.ijleo.2020.164168']"
Fe1.2MnNi0.8Cr,"['10.1016.j.intermet.2021.107398', '10.1016.j.matchar.2021.111436']"
Fe10Ni20Cr,"['10.1016.j.actamat.2017.01.019', '10.1016.j.jallcom.2020.157556']"
Fe18Co18Ni18Cr18Mn18Al10,"['10.1016.j.actamat.2013.09.037', '10.1016.j.intermet.2017.11.018']"
Fe19.9Co19.9Cr19.9Ni19.9Mn19.9C0.5,"['10.1016.j.intermet.2023.107828', '10.1016.j.msea.2019.01.050']"
Fe2.5CoNiCu,"['10.1016.j.msea.2019.138514', '10.1016.j.matlet.2021.131495']"
Fe2.5Ni2.5CrAl,"['10.1016.j.msea.2022.143198', '10.1016.j.jallcom.2022.166594', '10.1016.j.matdes.2023.111963']"
Fe20Co16Cr16Mn16Ni16,"['10.1016.j.jallcom.2019.01.134', '10.1016.j.msea.2019.05.082', '10.1016.j.intermet.2020.106757']"
Fe20Co20Cr20Mn20Ni20,"['10.1016.j.intermet.2020.106757', '10.1016.j.actamat.2023.118712', '10.1016.j.jallcom.2021.159587']"
Fe20Co20Cr20Ni20B20,"['10.1016.j.intermet.2021.107432', '10.1016.j.jnoncrysol.2020.120301']"
Fe20Co20Cr20Ni20Mn20,"['10.1016.j.msea.2019.01.050', '10.1016.j.jmst.2019.05.050', '10.1016.j.jallcom.2021.159587', '10.1016.j.actamat.2013.01.059', '10.1016.j.jallcom.2020.153695', '10.1016.j.jmrt.2021.09.004', '10.1016.j.jmrt.2023.10.270', '10.1016.j.scriptamat.2022.115257']"
Fe20Co20Ni20Cr20Mn20,"['10.1016.j.actamat.2013.09.037', '10.1016.j.msea.2023.145914', '10.1016.j.jallcom.2022.165238', '10.1016.j.msea.2022.143446', '10.1016.j.jallcom.2018.07.048', '10.1016.j.intermet.2017.11.018', '10.1016.j.intermet.2018.10.006', '10.1016.j.jallcom.2019.04.035', '10.1016.j.surfcoat.2022.128205']"
Fe20Co23Ni17Cr20Mn20,"['10.1016.j.cossms.2024.101177', '10.1016.j.jallcom.2019.04.035']"
Fe20Co27Ni13Cr20Mn20,"['10.1016.j.cossms.2024.101177', '10.1016.j.jallcom.2019.04.035']"
Fe20Co30Ni10Cr20Mn20,"['10.1016.j.cossms.2024.101177', '10.1016.j.msea.2024.146336', '10.1016.j.jallcom.2019.04.035']"
Fe20Cr20Mn20Ni20Co20,"['10.1016.j.jallcom.2023.171850', '10.1016.j.matchemphys.2023.127414']"
Fe20Mn20Co20Cr20Ni20,"['10.1016.j.msea.2024.146714', '10.1016.j.actamat.2019.12.010', '10.1016.j.actamat.2022.117955']"
Fe20Mn20Ni20Co20Cr20,"['10.1016.j.actamat.2021.117093', '10.1016.j.jallcom.2019.152314', '10.1016.j.scriptamat.2021.113957']"
Fe20Ni20Co20Cr20Mn20,"['10.1016.j.jallcom.2018.03.358', '10.1016.j.pnsc.2020.07.002']"
Fe22.25Co22.25Ni22.25Cr11.125Mo11.125B11,"['10.1016.j.jallcom.2017.10.227', '10.1016.j.actamat.2019.03.019']"
Fe22Co22Ni22Ti22Al12,"['10.1016.j.matlet.2021.131633', '10.1016.j.mtcomm.2021.102659']"
Fe22Mn40Ni30Co6Cr2,"['10.1016.j.jallcom.2019.152314', '10.1016.j.scriptamat.2021.113957', '10.1016.j.actamat.2015.07.030']"
Fe23.5Co23.5Cr23.5Ni23.5Al3Ti3,"['10.1016.j.corsci.2021.109365', '10.1016.j.intermet.2022.107655']"
Fe23.5Co23.5Ni23.5Cr23.5Ti2Al4,"['10.1016.j.actamat.2015.08.076', '10.1016.j.intermet.2016.09.005']"
Fe24.1Co24.1Cr24.1Ni24.1Mo3.6,"['10.1016.j.mtcomm.2020.101009', '10.1016.j.ijrmhm.2019.105109']"
Fe24Co25Ni24Cr23Al4,"['10.1016.j.jmst.2021.11.017', '10.1016.j.jmrt.2022.04.064']"
Fe25Co25Cr25Ni25,"['10.1016.j.matdes.2018.01.007', '10.1016.j.intermet.2021.107432', '10.1016.j.matchar.2024.114136', '10.1016.j.addma.2020.101340', '10.1016.j.corsci.2022.110636', '10.1016.j.ijrmhm.2019.105044', '10.1016.j.intermet.2022.107557', '10.1016.j.jallcom.2020.157023', '10.1016.j.jallcom.2023.168800', '10.1016.j.matdes.2022.110522', '10.1016.j.surfcoat.2019.125326']"
Fe25Co25Ni25B12.5Si12.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.intermet.2015.06.015']"
Fe25Co25Ni25B17.5Si7.5,"['10.1016.j.jallcom.2021.158852', '10.1016.j.surfcoat.2020.126321']"
Fe25Co25Ni25Mo5P10B10,"['10.1016.j.jallcom.2021.158852', '10.1016.j.jmmm.2019.165404']"
Fe25Co25Ni25Ti25,"['10.1016.j.vacuum.2023.112124', '10.1016.j.jmrt.2023.10.135']"
Fe25Cr25Co25Ni25,"['10.1016.j.actamat.2022.118410', '10.1016.j.corsci.2022.110807', '10.1016.j.jallcom.2022.164118']"
Fe26.67Co26.67Ni26.67P10B10,"['10.1016.j.jallcom.2019.03.375', '10.1016.j.msea.2020.140542']"
Fe26.7Ni26.7Ga15.6Mn20Si11,"['10.1016.j.jnoncrysol.2020.120063', '10.1016.j.cap.2019.09.019']"
Fe27Co24Ni23Cr26,"['10.1016.j.matchar.2022.111737', '10.1016.j.matchemphys.2021.124707', '10.1016.j.msea.2024.146317']"
Fe27Ni28Mn27Cr18,"['10.1016.j.jallcom.2023.168800', '10.1016.j.nme.2021.101028']"
Fe28.0Co29.5Ni27.5Al8.5Ti6.5,"['10.1016.j.compositesb.2022.110322', '10.1016.j.msea.2024.146422', '10.1016.j.vacuum.2023.112555']"
Fe28.2Ni18.8Mn32.9Al14.1Cr6,"['10.1016.j.jallcom.2015.05.021', '10.1016.j.jallcom.2015.09.264']"
Fe28Co29.5Ni27.5Al8.5Ti6.5,"['10.1016.j.actamat.2022.117975', '10.1016.j.jallcom.2023.171824']"
Fe28Ni18Mn33Al21,"['10.1016.j.matchar.2018.07.030', '10.1016.j.jmst.2023.10.057']"
Fe2Al5,"['10.1016.j.jallcom.2019.04.170', '10.1016.j.jallcom.2017.07.199']"
Fe2CoCrNi0.5Cu0.25,"['10.1016.j.jallcom.2022.165951', '10.1016.j.corsci.2022.110497']"
Fe2CoCrNi0.5Si0.25Cu0.25,"['10.1016.j.jallcom.2022.165951', '10.1016.j.corsci.2022.110497']"
Fe2Ni2CrAl0.9,"['10.1016.j.jmrt.2023.04.015', '10.1016.j.msea.2024.146978']"
Fe2Ni2CrAl1.1,"['10.1016.j.jmrt.2023.04.015', '10.1016.j.msea.2024.146978']"
Fe2Ni2CrAl1.2,"['10.1016.j.jmrt.2023.04.015', '10.1016.j.msea.2024.146978']"
Fe2Ni2CrAl1.3,"['10.1016.j.jmrt.2023.04.015', '10.1016.j.msea.2024.146978']"
Fe30.67Co30.67Ni30.67Al7Ti7,"['10.1016.j.jmrt.2023.10.161', '10.1016.j.msea.2023.145844']"
Fe30Cr30Ni25Mn10Co5,"['10.1016.j.ijfatigue.2023.107678', '10.1016.j.jallcom.2022.164014']"
Fe30Mn10Co10Cr,"['10.1016.j.jmst.2021.06.035', '10.1016.j.matdes.2024.112928']"
Fe30Mn10Cr10Co,"['10.1016.j.scriptamat.2020.05.047', '10.1016.j.scriptamat.2018.03.003']"
