Alloy,Processing condition,Testing condition,Property,Value,Unit
AlCr0.5NbTiV,-,Temperature(in degC): 1200;Phase: BCC_A2,Phase Fractions,1,-
AlCrNbTiV,-,Temperature(in degC): 600;Phase: BCC_A2,Phase Fractions,0.636,-
AlCrNbTiV,-,Temperature(in degC): 600;Phase: Laves,Phase Fractions,0.343,-
AlCrNbTiV,-,Temperature(in degC): 600;Phase: Ti3Al,Phase Fractions,0.021,-
AlCrNbTiV,-,Temperature(in degC): 800;Phase: BCC_A2,Phase Fractions,0.873,-
AlCrNbTiV,-,Temperature(in degC): 800;Phase: FCC_C15,Phase Fractions,0.127,-
AlCrNbTiV,-,Temperature(in degC): 1000;Phase: BCC_A2,Phase Fractions,1,-
AlCrNbTiV,-,Temperature(in degC): 1200;Phase: BCC_A2,Phase Fractions,1,-
AlCr1.5NbTiV,-,Temperature(in degC): 600;Phase: BCC_A2,Phase Fractions,0.509,-
AlCr1.5NbTiV,-,Temperature(in degC): 600;Phase: FCC_C15,Phase Fractions,0.381,-
AlCr1.5NbTiV,-,Temperature(in degC): 600;Phase: Laves,Phase Fractions,0.110,-
AlCr1.5NbTiV,-,Temperature(in degC): 800;Phase: BCC_A2,Phase Fractions,0.692,-
AlCr1.5NbTiV,-,Temperature(in degC): 800;Phase: FCC_C15,Phase Fractions,0.308,-
AlCr1.5NbTiV,-,Temperature(in degC): 1000;Phase: BCC_A2,Phase Fractions,0.985,-
AlCr1.5NbTiV,-,Temperature(in degC): 1000;Phase: FCC_C15,Phase Fractions,0.015,-
AlCr1.5NbTiV,-,Temperature(in degC): 1200;Phase: BCC_A2,Phase Fractions,1,-
CoCrFeNiMo0,-,as-cast,Chemical Composition,Co: 25.7; Cr: 24.8; Fe: 25.2; Ni: 24.3; Mo: 0.0,at%
CoCrFeNiMo0.3,-,as-cast,Chemical Composition,Co: 23.9; Cr: 22.5; Fe: 22.2; Ni: 23.9; Mo: 7.5,at%
CoCrFeNiMo0.5,-,as-cast,Chemical Composition,Co: 22.6; Cr: 22.3; Fe: 20.4; Ni: 22.5; Mo: 12.2,at%
CoCrFeNiMo0.85,-,as-cast,Chemical Composition,Co: 21.5; Cr: 20.7; Fe: 20.1; Ni: 20.2; Mo: 17.5,at%
Mo0.3,-,Structure and phase: DR, A (FCC),Chemical Composition,Co: 23.8; Cr: 22.8; Fe: 23.1; Ni: 23.8; Mo: 6.5,at%
nan,-,Structure and phase: ID, B (FCC),Chemical Composition,Co: 21.7; Cr: 24.3; Fe: 21.0; Ni: 22.9; Mo: 10.1,at%
nan,-,Structure and phase: ID, C (s),Chemical Composition,Co: 18.4; Cr: 27.6; Fe: 17.1; Ni: 14.6; Mo: 22.3,at%
Mo0.5,-,Structure and phase: DR, A (FCC),Chemical Composition,Co: 23.5; Cr: 21.3; Fe: 22.8; Ni: 23.9; Mo: 8.5,at%
nan,-,Structure and phase: ID, B (FCC),Chemical Composition,Co: 22.7; Cr: 22.1; Fe: 21.6; Ni: 22.5; Mo: 11.1,at%
nan,-,Structure and phase: ID, C (s),Chemical Composition,Co: 19.1; Cr: 25.4; Fe: 17.0; Ni: 14.7; Mo: 23.8,at%
Mo0.85,-,Structure and phase: DR, A (FCC),Chemical Composition,Co: 22.6; Cr: 20.8; Fe: 22.1; Ni: 22.6; Mo: 11.9,at%
nan,-,Structure and phase: ID, B (s),Chemical Composition,Co: 18.1; Cr: 25.5; Fe: 17.2; Ni: 13.8; Mo: 25.4,at%
nan,-,Structure and phase: ID, C (m),Chemical Composition,Co: 17.6; Cr: 22.7; Fe: 15.7; Ni: 12.7; Mo: 31.3,at%
Mo0,-,-,Yield Stress,136,MPa
Mo0,-,-,Compressive Strength,871,MPa
Mo0.3,-,-,Yield Stress,305,MPa
Mo0.3,-,-,Compressive Strength,1269,MPa
Mo0.5,-,-,Yield Stress,510,MPa
Mo0.5,-,-,Compressive Strength,1371,MPa
Mo0.85,-,-,Yield Stress,929,MPa
Mo0.85,-,-,Compressive Strength,1441,MPa
FeCoNiCr,-,-,Composition,Fe: 24.58; Cr: 25.12; Ni: 25.92; Co: 24.90; Cu: 0,- 
FeCoNiCrCu0.5,-,-,Composition,Fe: 20.47; Cr: 16.48; Ni: 25.48; Co: 23.99; Cu: 13.49,- 
FeCoNiCrCu,-,-,Composition,Fe: 18.78; Cr: 16.25; Ni: 21.78; Co: 21.50; Cu: 21.69,-
FeCoNiCrCu0.5,as-cast,Interdendrite,Chemical Composition,Cu: 82.18; Fe: 0.90; Co: 1.08; Ni: 11.60; Cr: 4.24,at%
FeCoNiCrCu0.5,as-cast,Dendrite,Chemical Composition,Cu: 11.68; Fe: 21.80; Co: 24.45; Ni: 22.73; Cr: 19.34,at%
FeCoNiCrCu,as-cast,Interdendrite,Chemical Composition,Cu: 86.68; Fe: 3.46; Co: 2.67; Ni: 5.41; Cr: 1.78,at%
FeCoNiCrCu,as-cast,Dendrite,Chemical Composition,Cu: 9.56; Fe: 23.58; Co: 24.67; Ni: 21.34; Cr: 21.08,at%
FeCoNiCr,-,Immersion test,Corrosion Rate,7.62x10-4,mm/year
FeCoNiCrCu0.5,-,Immersion test,Corrosion Rate,8.89x10-3,mm/year
FeCoNiCrCu,-,Immersion test,Corrosion Rate,1.14x10-2,mm/year
FeCoNiCr,-,Polarization curve,Corrosion Rate,3.31x10-4,mm/year
FeCoNiCrCu0.5,-,Polarization curve,Corrosion Rate,7.46x10-3,mm/year
FeCoNiCrCu,-,Polarization curve,Corrosion Rate,1.37x10-2,mm/year
FeCoNiCr,-,-,Corrosion Potential,-0.26,V
FeCoNiCr,-,-,Pitting Potential,0.31,V
FeCoNiCr,-,-,Corrosion Current Density,3.15x10-8,Acm-2
FeCoNiCrCu0.5,-,-,Corrosion Potential,-0.29,V
FeCoNiCrCu0.5,-,-,Pitting Potential,0.09,V
FeCoNiCrCu0.5,-,-,Corrosion Current Density,7.23x10-7,Acm-2
FeCoNiCrCu,-,-,Corrosion Potential,-0.33,V
FeCoNiCrCu,-,-,Pitting Potential,0.08,V
FeCoNiCrCu,-,-,Corrosion Current Density,1.32x10-6,Acm-2
304L,-,-,Corrosion Potential,-0.25,V
304L,-,-,Pitting Potential,0.23,V
304L,-,-,Corrosion Current Density,6.01x10-7,Acm-2
AlCoCrCuNi,-,Nominal,Chemical Composition,Al: 20; Co: 20; Cr: 20; Cu: 20; Ni: 20,at%
AlCoCrCuNi,-,Dendrite,Chemical Composition,Al: 21; Co: 21; Cr: 25; Cu: 11; Ni: 22,at%
AlCoCrCuNi,-,Interdendrite,Chemical Composition,Al: 13; Co: 8; Cr: 6; Cu: 58; Ni: 15,at%
AlCoCrCuFeNi,-,Nominal,Chemical Composition,Al: 17; Co: 17; Cr: 17; Cu: 17; Fe: 17; Ni: 17,at%
AlCoCrCuFeNi,-,Dendrite,Chemical Composition,Al: 17; Co: 17; Cr: 21; Cu: 11; Fe: 18; Ni: 16,at%
AlCoCrCuFeNi,-,Interdendrite,Chemical Composition,Al: 12; Co: 5; Cr: 3; Cu: 63; Fe: 5; Ni: 12,at%
AlCoCrCuNi,-,-,Hardness,419+-6,HV
AlCoCrCuFeNi,-,-,Hardness,416+-19,HV
AgAlCoCrCuNi,-,-,Hardness,104+-3,HV
AgAlCoCrCuNi,-,-,Hardness,451+-9,HV
AlAuCoCrCuNi,-,-,Hardness,276+-8,HV
CoCrFeNiTiAl0,-,Nominal,Chemical Composition,Co: 20.0; Cr: 20.0; Fe: 20.0; Ni: 20.0; Ti: 20.0; Al: 0.0,at%
CoCrFeNiTiAl0.5,-,Nominal,Chemical Composition,Co: 18.2; Cr: 18.2; Fe: 18.2; Ni: 18.2; Ti: 18.2; Al: 9.0,at%
CoCrFeNiTiAl0.5,-,E(A),Chemical Composition,Co: 13.62; Cr: 36.18; Fe: 26.93; Ni: 10.45; Ti: 8.64; Al: 3.04,at%
CoCrFeNiTiAl0.5,-,Dendrite,Chemical Composition,Co: 24.66; Cr: 5.13; Fe: 9.82; Ni: 26.62; Ti: 20.36; Al: 12.62,at%
CoCrFeNiTiAl0.5,-,Interdendrite,Chemical Composition,Co: 15.55; Cr: 27.58; Fe: 31.63; Ni: 10.78; Ti: 12.75; Al: 1.97,at%
CoCrFeNiTiAl1.0,-,Nominal,Chemical Composition,Co: 16.6; Cr: 16.6; Fe: 16.7; Ni: 16.7; Ti: 16.7; Al: 16.7,at%
CoCrFeNiTiAl1.0,-,E(A),Chemical Composition,Co: 14.71; Cr: 33.52; Fe: 27.39; Ni: 12.53; Ti: 8.54; Al: 6.36,at%
CoCrFeNiTiAl1.0,-,Dendrite,Chemical Composition,Co: 21.91; Cr: 13.08; Fe: 14.44; Ni: 22.47; Ti: 17.51; Al: 20.31,at%
CoCrFeNiTiAl1.0,-,Interdendrite,Chemical Composition,Co: 16.41; Cr: 24.92; Fe: 29.33; Ni: 14.11; Ti: 13.25; Al: 5.24,at%
CoCrFeNiTiAl1.5,-,Nominal,Chemical Composition,Co: 15.4; Cr: 15.4; Fe: 15.4; Ni: 15.4; Ti: 15.4; Al: 23.0,at%
CoCrFeNiTiAl1.5,-,Dendrite,Chemical Composition,Co: 22.87; Cr: 9.49; Fe: 14.44; Ni: 22.51; Ti: 17.4; Al: 24.55,at%
CoCrFeNiTiAl1.5,-,Interdendrite,Chemical Composition,Co: 15.9; Cr: 23.27; Fe: 22.18; Ni: 15.12; Ti: 14.2; Al: 13.89,at%
CoCrFeNiTiAl2.0,-,Nominal,Chemical Composition,Co: 14.3; Cr: 14.3; Fe: 14.3; Ni: 14.3; Ti: 14.3; Al: 28.5,at%
CoCrFeNiTiAl2.0,-,Dendrite,Chemical Composition,Co: 17.64; Cr: 9.63; Fe: 11.84; Ni: 18.81; Ti: 17.29; Al: 30.63,at%
CoCrFeNiTiAl2.0,-,Interdendrite,Chemical Composition,Co: 8.75; Cr: 42.89; Fe: 28.87; Ni: 4.79; Ti: 5.13; Al: 11.21,at%
CoCr,-,-,Mixing Enthalpy,-7.0,J/mol
CoFe,-,-,Mixing Enthalpy,-1.0,J/mol
CoNi,-,-,Mixing Enthalpy,0.0,J/mol
CoTi,-,-,Mixing Enthalpy,-42.0,J/mol
CoAl,-,-,Mixing Enthalpy,-19,J/mol
CrFe,-,-,Mixing Enthalpy,-1.0,J/mol
CrNi,-,-,Mixing Enthalpy,-7.0,J/mol
CrTi,-,-,Mixing Enthalpy,-11.0,J/mol
CrAl,-,-,Mixing Enthalpy,-10,J/mol
FeNi,-,-,Mixing Enthalpy,-2.0,J/mol
FeTi,-,-,Mixing Enthalpy,-25.0,J/mol
FeAl,-,-,Mixing Enthalpy,-11,J/mol
NiTi,-,-,Mixing Enthalpy,-52.0,J/mol
NiAl,-,-,Mixing Enthalpy,-22,J/mol
TiAl,-,-,Mixing Enthalpy,-30,J/mol
CoCrFeNiTiAl0,-,-,Elastic Moduli,134.6,GPa
CoCrFeNiTiAl0.5,-,-,Elastic Moduli,106.8,GPa
CoCrFeNiTiAl1.0,-,-,Elastic Moduli,147.6,GPa
CoCrFeNiTiAl1.5,-,-,Elastic Moduli,133.4,GPa
CoCrFeNiTiAl2.0,-,-,Elastic Moduli,93.5,GPa
NbCrMo0.5Ta0.5TiZr,-,4mm2 area,Chemical Composition,Nb: 22.2; Cr: 18.35; Mo: 10.15; Ta: 11.73; Ti: 19.3; Zr: 18.27,at%
NbCrMo0.5Ta0.5TiZr,-,Primary bright particles,Chemical Composition,Nb: 26.8; Cr: 13.22; Mo: 14.3; Ta: 16.8; Ti: 19.07; Zr: 9.82,at%
NbCrMo0.5Ta0.5TiZr,-,Matrix between the primary particles,Chemical Composition,Nb: 18.68; Cr: 3.09; Mo: 0.64; Ta: 3.83; Ti: 33.16; Zr: 40.6,at%
NbCrMo0.5Ta0.5TiZr,-,Dark particles inside the matrix,Chemical Composition,Nb: 12.07; Cr: 40.74; Mo: 6.35; Ta: 6.99; Ti: 10.78; Zr: 23.09,at%
NbCrMo0.5Ta0.5TiZr,-,Transition layer,Chemical Composition,Nb: 26.96; Cr: 6.74; Mo: 9.92; Ta: 14.14; Ti: 28.08; Zr: 14.16,at%
Nb,-,-,Lattice Parameter,330.1,pm
Cr,-,-,Lattice Parameter,288.4,pm
Mo,-,-,Lattice Parameter,315.0,pm
Ta,-,-,Lattice Parameter,330.3,pm
Ti,-,-,Lattice Parameter,327.6,pm
Zr,-,-,Lattice Parameter,358.2,pm
BCC1 Calc,-,-,Lattice Parameter,324.7,pm
BCC2 Calc,-,-,Lattice Parameter,339.3,pm
BCC1 HIP,-,-,Lattice Parameter,324.8,pm
BCC2 HIP,-,-,Lattice Parameter,341.0,pm
NbCrMo0.5Ta0.5TiZr,-,-,Density,8.23,g/cm³
NbCrMo0.5Ta0.5TiZr,-,-,Density,8.02,g/cm³
NbCrMo0.5Ta0.5TiZr,-,-,Density,8.23,g/cm³
NbCrMo0.5Ta0.5TiZr,-,Room Temperature,Hardness,1097,MPa
NbCrMo0.5Ta0.5TiZr,-,Room Temperature,Hardness,5288,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 296 ;Strain rate(in s-1): 10-3,Compressive Strength,1595.0,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1073 ;Strain rate(in s-1): 10-3,Compressive Strength,983.0,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1273 ;Strain rate(in s-1): 10-3,Compressive Strength,546,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1473 ;Strain rate(in s-1): 10-3,Compressive Strength,170,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 296 ;Strain rate(in s-1): 10-3,Yield Strength,2046.0,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1073 ;Strain rate(in s-1): 10-3,Yield Strength,1100.0,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1273 ;Strain rate(in s-1): 10-3,Yield Strength,630,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1473 ;Strain rate(in s-1): 10-3,Yield Strength,190,MPa
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 296 ;Strain rate(in s-1): 10-3,Fracture Strain,5.0,% 
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1073 ;Strain rate(in s-1): 10-3,Fracture Strain,5.5,% 
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1273 ;Strain rate(in s-1): 10-3,Fracture Strain,No fracture,- 
NbCrMo0.5Ta0.5TiZr,-,Temperature(in K): 1473 ;Strain rate(in s-1): 10-3,Fracture Strain,No fracture,-
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: 6.0mm2 area; Phase: BCC1+BCC2+FCC,Chemical Composition,Nb: 22.2; Cr: 18.39; Mo: 10.07; Ta: 11.78; Ti: 19.36; Zr: 18.2,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Primary bright particles; Phase: BCC1+FCC,Chemical Composition,Nb: 26.93; Cr: 13.29; Mo: 13.76; Ta: 16.06; Ti: 19.38; Zr: 10.57,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Bright region inside primary particles; Phase: BCC1,Chemical Composition,Nb: 27.62; Cr: 11.53; Mo: 13.97; Ta: 16.29; Ti: 20.06; Zr: 10.53,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Dark precipitates inside primary particles; Phase: FCC (Laves),Chemical Composition,Nb: 17.91; Cr: 30.3; Mo: 11.19; Ta: 11.19; Ti: 13.3; Zr: 16.12,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Dark matrix between primary particles; Phase: BCC2,Chemical Composition,Nb: 20.35; Cr: 2.54; Mo: 1.23; Ta: 4.57; Ti: 31.41; Zr: 39.9,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Dark particles inside the matrix; Phase: FCC (Laves),Chemical Composition,Nb: 11.9; Cr: 41.06; Mo: 6.74; Ta: 7.11; Ti: 10.48; Zr: 22.71,at%
NbCrMo0.5Ta0.5TiZr,50% compression,Constituent: Bright particles inside the tails; Phase: BCC1,Chemical Composition,Nb: 27.59; Cr: 6.8; Mo: 8.27; Ta: 12.9; Ti: 28.01; Zr: 16.44,at%
AlCoCrCuFe,-,-,Relative Density,99,%
NiCoCrCuFe,-,-,Relative Density,94,%
NiCoCrFe,-,-,Relative Density,94,%
NiCoCuFe,-,-,Relative Density,86,%
NiCoFe,-,-,Relative Density,92,%
AlCoCrCuFe,Mechanically alloyed powder,-,Crystallite Size,10,nm
AlCoCrCuFe,Mechanically alloyed powder,-,Strain,0.50,%
AlCoCrCuFe,Sintered compact,-,Crystallite Size,74,nm
AlCoCrCuFe,Sintered compact,-,Strain,0.09,%
NiCoCrCuFe,Mechanically alloyed powder,-,Crystallite Size,7.0,nm
NiCoCrCuFe,Mechanically alloyed powder,-,Strain,1.00,%
NiCoCrCuFe,Sintered compact,-,Crystallite Size,27,nm
NiCoCrCuFe,Sintered compact,-,Strain,0.14,%
NiCoCrFe,Mechanically alloyed powder,-,Crystallite Size,6.0,nm
NiCoCrFe,Mechanically alloyed powder,-,Strain,0.83,%
NiCoCrFe,Sintered compact,-,Crystallite Size,13,nm
NiCoCrFe,Sintered compact,-,Strain,0.00,%
NiCoCuFe,Mechanically alloyed powder,-,Crystallite Size,9.0,nm
NiCoCuFe,Mechanically alloyed powder,-,Strain,0.73,%
NiCoCuFe,Sintered compact,-,Crystallite Size,16,nm
NiCoCuFe,Sintered compact,-,Strain,0.05,%
NiCoFe,Mechanically alloyed powder,-,Crystallite Size,10,nm
NiCoFe,Mechanically alloyed powder,-,Strain,0.98,%
NiCoFe,Sintered compact,-,Crystallite Size,25,nm
NiCoFe,Sintered compact,-,Strain,0.00,%
AlCoCrCuFe,-,-,Hardness,770+-10,HV
NiCoCrCuFe,-,-,Hardness,400+-10,HV
NiCoCrFe,-,-,Hardness,490+-10,HV
NiCoCuFe,-,-,Hardness,160+-10,HV
NiCoFe,-,-,Hardness,230+-5.0,HV
AlCoCrCuFe,-,-,Mixing Entropy,1.61R,J/mol·K
AlCoCrCuFe,-,-,Mixing Enthalpy,-2.56,kJ/mol
NiCoCrCuFe,-,-,Mixing Entropy,1.61R,J/mol·K
NiCoCrCuFe,-,-,Mixing Enthalpy,3.2,kJ/mol
NiCoCrFe,-,-,Mixing Entropy,1.34R,J/mol·K
NiCoCrFe,-,-,Mixing Enthalpy,-3.75,kJ/mol
NiCoCuFe,-,-,Mixing Entropy,1.34R,J/mol·K
NiCoCuFe,-,-,Mixing Enthalpy,5.0,kJ/mol
NiCoFe,-,-,Mixing Entropy,1.10R,J/mol·K
NiCoFe,-,-,Mixing Enthalpy,-1.33,kJ/mol
Al-Co,-,-,Mixing Enthalpy,-19,kJ/mol
Al-Cr,-,-,Mixing Enthalpy,-10,kJ/mol
Al-Cu,-,-,Mixing Enthalpy,-1,kJ/mol
Al-Fe,-,-,Mixing Enthalpy,-11,kJ/mol
Al-Ni,-,-,Mixing Enthalpy,-22,kJ/mol
Co-Cr,-,-,Mixing Enthalpy,-4,kJ/mol
Co-Cu,-,-,Mixing Enthalpy,6,kJ/mol
Co-Fe,-,-,Mixing Enthalpy,-1,kJ/mol
Co-Ni,-,-,Mixing Enthalpy,0,kJ/mol
Cr-Cu,-,-,Mixing Enthalpy,12,kJ/mol
Cr-Fe,-,-,Mixing Enthalpy,-1,kJ/mol
Cr-Ni,-,-,Mixing Enthalpy,-7,kJ/mol
Cu-Fe,-,-,Mixing Enthalpy,13,kJ/mol
Cu-Ni,-,-,Mixing Enthalpy,4,kJ/mol
Fe-Ni,-,-,Mixing Enthalpy,-2,kJ/mol
NiFeCrCo,-,-,Dehydrogenation Enthalpy,-2.45,kJ/mol
NiFeCrCo,-,-,Dehydrogenation Enthalpy,-3.04,kJ/mol
Ni14Fe20Cr26Co20Mn20,-,-,Dehydrogenation Enthalpy,-2.6,kJ/mol
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,-,Dehydrogenation Enthalpy,-2.77,kJ/mol
NiFeCrCo,-,-,Mixing Entropy,11.52,J/mol·K
NiFeCrCoMn,-,-,Mixing Entropy,13.37,J/mol·K
Ni14Fe20Cr26Co20Mn20,-,-,Mixing Entropy,13.22,J/mol·K
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,-,Mixing Entropy,13.29,J/mol·K
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 1100.0,Yield Stress,134.0,MPa
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 1100.0,Ultimate Tensile Strength,414,MPa
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 1100.0,Ductility,73.5,%
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 1100.0,Yield Stress,162.0,MPa
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 1100.0,Ultimate Tensile Strength,462,MPa
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 1100.0,Ductility,51.6,%
NiFeCrCoMn,-,Annealing temperature(in degC): 1100.0,Yield Stress,135.0,MPa
NiFeCrCoMn,-,Annealing temperature(in degC): 1100.0,Ultimate Tensile Strength,497,MPa
NiFeCrCoMn,-,Annealing temperature(in degC): 1100.0,Ductility,55.4,%
NiFeCrCo,-,Annealing temperature(in degC): 1100.0,Yield Stress,197.0,MPa
NiFeCrCo,-,Annealing temperature(in degC): 1100.0,Ultimate Tensile Strength,582,MPa
NiFeCrCo,-,Annealing temperature(in degC): 1100.0,Ductility,82.4,%
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 625.0,Yield Stress,586.0,MPa
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 625.0,Ultimate Tensile Strength,715,MPa
Ni18.5Fe18.5Cr18.5Co26Mn18.5,-,Annealing temperature(in degC): 625.0,Ductility,32.8,%
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 675.0,Yield Stress,1153.0,MPa
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 675.0,Ultimate Tensile Strength,1187,MPa
Ni14Fe20Cr26Co20Mn20,-,Annealing temperature(in degC): 675.0,Ductility,1.8,%
NiFeCrCoMn,-,Annealing temperature(in degC): 650.0,Yield Stress,660.0,MPa
NiFeCrCoMn,-,Annealing temperature(in degC): 650.0,Ultimate Tensile Strength,851,MPa
NiFeCrCoMn,-,Annealing temperature(in degC): 650.0,Ductility,24.9,%
NiFeCrCo,-,Annealing temperature(in degC): 625.0,Yield Stress,540.0,MPa
NiFeCrCo,-,Annealing temperature(in degC): 625.0,Ultimate Tensile Strength,786,MPa
NiFeCrCo,-,Annealing temperature(in degC): 625.0,Ductility,49.3,%
Fe70.04Mn28Al1.6Si0.28C0.08,-,-,Yield Stress,325.0,MPa
Fe70.04Mn28Al1.6Si0.28C0.08,-,-,Ultimate Tensile Strength,495,MPa
Fe70.04Mn28Al1.6Si0.28C0.08,-,-,Ductility,64.0,%
Fe73.03Mn25Al1.6Si0.24Nb0.05C0.08,-,-,Yield Stress,375.5,MPa
Fe73.03Mn25Al1.6Si0.24Nb0.05C0.08,-,-,Ultimate Tensile Strength,538,MPa
Fe73.03Mn25Al1.6Si0.24Nb0.05C0.08,-,-,Ductility,61.0,%
Fe68.25Mn27Al4.1Si0.52Nb0.05C0.08,-,-,Yield Stress,383.0,MPa
Fe68.25Mn27Al4.1Si0.52Nb0.05C0.08,-,-,Ultimate Tensile Strength,548,MPa
Fe68.25Mn27Al4.1Si0.52Nb0.05C0.08,-,-,Ductility,61.0,%
AlH-0CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0CoCrFeNi,-,-,Lattice Parameter,3.58,Å
AlH-0.25CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0.25CoCrFeNi,-,-,Lattice Parameter,3.592,Å
AlH-0.375CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0.375CoCrFeNi,-,-,Lattice Parameter,3.596,Å
AlH-0.5CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0.5CoCrFeNi,-,-,Lattice Parameter,3.601,Å
AlH-0.5CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-0.5CoCrFeNi,-,-,Lattice Parameter,2.899,Å
AlH-0.75CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0.75CoCrFeNi,-,-,Lattice Parameter,3.605,Å
AlH-0.75CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-0.75CoCrFeNi,-,-,Lattice Parameter,2.876,Å
AlH-0.875CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-0.875CoCrFeNi,-,-,Lattice Parameter,3.613,Å
AlH-0.875CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-0.875CoCrFeNi,-,-,Lattice Parameter,2.879,Å
AlH-1CoCrFeNi,-,-,Crystal Structure,FCC,-
AlH-1CoCrFeNi,-,-,Lattice Parameter,3.611,Å
AlH-1CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-1CoCrFeNi,-,-,Lattice Parameter,2.884,Å
AlH-1.25CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-1.25CoCrFeNi,-,-,Lattice Parameter,2.873,Å
AlH-1.5CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-1.5CoCrFeNi,-,-,Lattice Parameter,2.885,Å
AlH-2CoCrFeNi,-,-,Crystal Structure,BCC,-
AlH-2CoCrFeNi,-,-,Lattice Parameter,2.894,Å
H-0,-,-,Electronic Thermal Conductivity,6.9-8.8,W/mK
H-0,-,-,Thermal Conductivity,4.7-5.7,W/mK
H-0.25,-,-,Electronic Thermal Conductivity,5.5-7.1,W/mK
H-0.25,-,-,Thermal Conductivity,5.7-7.0,W/mK
H-0.375,-,-,Electronic Thermal Conductivity,4.9-6.3,W/mK
H-0.375,-,-,Thermal Conductivity,5.6-7.1,W/mK
H-0.5,-,-,Electronic Thermal Conductivity,4.6-6.0,W/mK
H-0.5,-,-,Thermal Conductivity,5.8-7.2,W/mK
H-0.75,-,-,Electronic Thermal Conductivity,4.5-5.9,W/mK
H-0.75,-,-,Thermal Conductivity,6.0-7.0,W/mK
H-0.875,-,-,Electronic Thermal Conductivity,4.3-5.6,W/mK
H-0.875,-,-,Thermal Conductivity,6.4-6.6,W/mK
H-1,-,-,Electronic Thermal Conductivity,4.5-5.7,W/mK
H-1,-,-,Thermal Conductivity,6.5-7.1,W/mK
H-1.25,-,-,Electronic Thermal Conductivity,5.6-7.2,W/mK
H-1.25,-,-,Thermal Conductivity,14.6-15.3,W/mK
H-1.5,-,-,Electronic Thermal Conductivity,5.0-6.6,W/mK
H-1.5,-,-,Thermal Conductivity,14.3-14.5,W/mK
H-2,-,-,Electronic Thermal Conductivity,4.7-6.1,W/mK
H-2,-,-,Thermal Conductivity,11.0-12.2,W/mK
Al x CoCrFeNi,-,-,Carrier Concentration,1019-1021,cm⁻³
Al x CoCrFeNi,-,-,Resistivity,102,Ohm-meter
Al x CoCrFeNi,-,-,Others(Contribution of k),ke kph,-
Al,-,Temperature range: 293-303K,Thermal Expansion Coefficient,23.4,10^-6 K^-1
Al,-,Temperature range: 368-378K,Thermal Expansion Coefficient,24.8,10^-6 K^-1
Fe,-,Temperature range: 293-303K,Thermal Expansion Coefficient,11.8,10^-6 K^-1
Fe,-,Temperature range: 368-378K,Thermal Expansion Coefficient,12.0,10^-6 K^-1
Fe,-,-,Curie Temperature,1043,K
Ni,-,Temperature range: 293-303K,Thermal Expansion Coefficient,12.5,10^-6 K^-1
Ni,-,Temperature range: 368-378K,Thermal Expansion Coefficient,13.5,10^-6 K^-1
